iter	Logloss
242	0.2681293815
243	0.2678059581
244	0.2671414929
245	0.2669875417
246	0.2666957895
247	0.2661968113
248	0.2658293944
249	0.2656153518
250	0.2653609338
251	0.2650520351
252	0.2647729199
253	0.2645599785
254	0.2640179768
255	0.2636107874
256	0.2629635473
257	0.2625515076
258	0.2622733886
259	0.2619783592
260	0.2615574578
261	0.2610452659
262	0.2606824108
263	0.2605040508
264	0.2601592074
265	0.2599299585
266	0.2595898081
267	0.2591445241
268	0.2588712817
269	0.2586390177
270	0.2583372241
271	0.2579689681
272	0.2576739911
273	0.2570896739
274	0.256807832
275	0.256397208
276	0.2560181503
277	0.2557034312
278	0.2554146416
279	0.2550572136
280	0.2549224801
281	0.2544686229
282	0.2541257196
283	0.2536735928
284	0.2535136901
285	0.2533329443
286	0.2531067104
287	0.2529190955
288	0.2525071606
289	0.2522299855
290	0.2520265612
291	0.2517446407
292	0.2514504239
293	0.2511277346
294	0.2508919313
295	0.2506190297
296	0.2502388446
297	0.250159221
298	0.249930313
299	0.2496800374
300	0.2494759576
301	0.2492985676
302	0.2490299395
303	0.2488384968
304	0.2484649973
305	0.248282154
306	0.247915812
307	0.2475907106
308	0.2474558722
309	0.2473709264
310	0.2470016479
311	0.24680019
312	0.2464807779
313	0.246023224
314	0.2459319859
315	0.2457237899
316	0.2454600121
317	0.2452094219
318	0.2449693188
319	0.244750793
320	0.2446222731
321	0.2442662872
322	0.2440412069
323	0.2439334515
324	0.2436933223
325	0.2435452176
326	0.2434362824
327	0.2432342215
328	0.2430387412
329	0.2426618858
330	0.2424566
331	0.2421858745
332	0.2418762941
333	0.2415011953
334	0.2413369929
335	0.2411311828
336	0.2408464832
337	0.2405342548
338	0.2402770052
339	0.2398770781
340	0.2397013399
341	0.2392260365
342	0.2390075369
343	0.2387151554
344	0.2384928543
345	0.2383071532
346	0.2381642135
347	0.2378791468
348	0.2377824816
349	0.2376159196
350	0.2373159612
351	0.2369445591
352	0.2366757213
353	0.2363272336
354	0.2361115131
355	0.2359564345
356	0.2357804865
357	0.2354428006
358	0.2351063994
359	0.2347716236
360	0.2346269535
361	0.234518569
362	0.2341891941
363	0.2339526304
364	0.2337161454
365	0.2334749936
366	0.2332569135
367	0.2329871319
368	0.2328703576
369	0.2325768225
370	0.2323699637
371	0.2322886359
372	0.2320862341
373	0.2318797423
374	0.2316697897
375	0.2313629884
376	0.2312757092
377	0.2310499211
378	0.2308798459
379	0.2306628145
380	0.2303723732
381	0.230205785
382	0.229894815
383	0.2298006667
384	0.2294954909
385	0.2292201511
386	0.2289196683
387	0.2287824965
388	0.228670992
389	0.2282392364
390	0.2280037215
391	0.2278732352
392	0.2277139093
393	0.2275497594
394	0.2273744144
395	0.2270529311
396	0.2268637169
397	0.2266868775
398	0.226327221
399	0.2260840504
400	0.225926219
401	0.2254816429
402	0.2250796708
403	0.2248680141
404	0.2246016407
405	0.224461349
406	0.2240642534
407	0.223844443
408	0.2235438816
409	0.2233493451
410	0.2230924626
411	0.2228003433
412	0.2226735276
413	0.2223673555
414	0.2220821315
415	0.2219352067
416	0.2217748845
417	0.2215895767
418	0.2214284156
419	0.2212749101
420	0.2209374864
421	0.2207817261
422	0.2206200668
423	0.2204595087
424	0.2201706929
425	0.2199289643
426	0.2196176011
427	0.219375571
428	0.2190067252
429	0.2188521316
430	0.2185513605
431	0.2182255119
432	0.2180742218
433	0.2178801704
434	0.2175408458
435	0.2173803795
436	0.2172332056
437	0.2169990933
438	0.216697588
439	0.2164843451
440	0.2162500231
441	0.2158826323
442	0.215764285
443	0.2155803667
444	0.2153657081
445	0.2150841677
446	0.2147571655
447	0.2146332469
448	0.2143874676
449	0.2142051487
450	0.2138457675
451	0.2136291294
452	0.2135107689
453	0.213292702
454	0.2131143681
455	0.2129247869
456	0.2128188799
457	0.2125869699
458	0.2123705939
459	0.212166855
460	0.2118948186
461	0.2116324828
462	0.2114449727
463	0.2112660883
464	0.2108375313
465	0.2104300011
466	0.2103182344
467	0.2101767497
468	0.2100861933
469	0.2099403827
470	0.2096733015
471	0.2094139152
472	0.2092434336
473	0.2089746482
474	0.2087283053
475	0.2086025907
476	0.2083792932
477	0.2082550206
478	0.2080117976
479	0.2078119652
480	0.2076797223
481	0.207528524
482	0.2073129346
483	0.207075414
484	0.2067980422
485	0.2065623306
486	0.2064287376
487	0.2061803103
488	0.2060499683
489	0.2058715427
490	0.2057601955
491	0.2056044746
492	0.2052877892
493	0.2050858462
494	0.2047254818
495	0.2045951398
496	0.2043819886
497	0.204277327
498	0.2040257536
499	0.203908101
500	0.2037217576
501	0.20347257
502	0.2031886045
503	0.203002969
504	0.2028061516
505	0.2027483544
506	0.2025240869
507	0.202348873
508	0.2020794583
509	0.2018229691
510	0.2016824021
511	0.201382247
512	0.2012202994
513	0.2010629398
514	0.200847901
515	0.2004732742
516	0.2003158229
517	0.2000482959
518	0.1999273136
519	0.1998102378
520	0.1996168812
521	0.1993279473
522	0.1989237992
523	0.1987920545
524	0.1985864541
525	0.1984682116
526	0.1982394477
527	0.1978963741
528	0.1977824706
529	0.1976764063
530	0.1973927422
531	0.1969829179
532	0.1968827526
533	0.1965234501
534	0.1964102414
535	0.1963138384
536	0.1960905016
537	0.1959450319
538	0.195663793
539	0.1954654025
540	0.1952452774
541	0.1949581264
542	0.194835807
543	0.1945969886
544	0.1942119795
545	0.1940000999
546	0.193744122
547	0.1936942687
548	0.1934327457
549	0.1932992575
550	0.1932149933
551	0.1930295544
552	0.1928410088
553	0.1926437325
554	0.1924375947
555	0.1922156213
556	0.1920936427
557	0.1919873818
558	0.1918069636
559	0.1916103691
560	0.1913605523
561	0.1912886629
562	0.191143888
563	0.1910576312
564	0.1909846014
565	0.1907942991
566	0.1906524212
567	0.1903604986
568	0.1901970041
569	0.1899000345
570	0.1896855725
571	0.1894630485
572	0.1891220722
573	0.1890524114
574	0.1887710807
575	0.1886459036
576	0.1883849835
577	0.1881373691
578	0.1879647114
579	0.1876795398
580	0.187599523
581	0.1874096009
582	0.1870620963
583	0.1867419108
584	0.1864741742
585	0.186431557
586	0.1863104961
587	0.1860966895
588	0.1858009915
589	0.1856771253
590	0.1854823529
591	0.1854045383
592	0.1852298225
593	0.1849800975
594	0.1846681051
595	0.1844223783
596	0.1841914514
597	0.1839997727
598	0.1839160854
599	0.1838699813
600	0.1837244984
601	0.1835792515
602	0.1833689057
603	0.18309936
604	0.1830206933
605	0.182924972
606	0.1828245445
607	0.1825811117
608	0.1823978227
609	0.182284732
610	0.1821542065
611	0.1821400357
612	0.1817984302
613	0.1814878011
614	0.1812687248
615	0.1810343503
616	0.1808753915
617	0.1807016982
618	0.1806175783
619	0.1804901595
620	0.1802249004
621	0.1800291579
622	0.1798040121
623	0.1796958635
624	0.1795520324
625	0.1792281895
626	0.1791673116
627	0.1790054164
628	0.1788320378
629	0.1787209003
630	0.1784805744
631	0.178318063
632	0.1780821024
633	0.1779776504
634	0.1777712373
635	0.1775501159
636	0.177280308
637	0.1771487993
638	0.1768312225
639	0.1765685721
640	0.1764572642
641	0.1762699901
642	0.1761371835
643	0.1758902769
644	0.1756102965
645	0.1754337455
646	0.1752941748
647	0.175117414
648	0.1748901577
649	0.1746634782
650	0.1745346961
651	0.1743456654
652	0.174262214
653	0.1742255614
654	0.174028259
655	0.1738241923
656	0.173696459
657	0.17366349
658	0.1734755998
659	0.1733552861
660	0.1731017857
661	0.1728200749
662	0.1725870244
663	0.1722507018
664	0.1721486488
665	0.1720757894
666	0.1719441889
667	0.171789792
668	0.1715864726
669	0.1714790318
670	0.1713926047
671	0.1712544366
672	0.1710391749
673	0.1708616276
674	0.1706600124
675	0.1705467775
676	0.1702685799
677	0.1702178745
678	0.1700792083
679	0.1699475292
680	0.1697962522
681	0.1696940419
682	0.1694175615
683	0.1691939888
684	0.1691181668
685	0.1690652067
686	0.1688441378
687	0.1686424701
688	0.1685781446
689	0.1685398534
690	0.1684480779
691	0.1683631713
692	0.1681557357
693	0.1680157979
694	0.1678537192
695	0.1678194393
696	0.1676317457
697	0.1674471721
698	0.167344503
699	0.167217897
700	0.1671404757
701	0.1670138566
702	0.1669264593
703	0.1668474387
704	0.1667729145
705	0.1666507262
706	0.1665191388
707	0.1662719045
708	0.1661882827
709	0.16602585
710	0.1657407571
711	0.1655521983
712	0.1654185921
713	0.1652747872
714	0.1650825055
715	0.1649468543
716	0.1647888393
717	0.1646174008
718	0.164488055
719	0.164384311
720	0.164230622
721	0.1641162204
722	0.163957314
723	0.1638629822
724	0.1637885497
725	0.1637207503
726	0.1636703072
727	0.1634241216
728	0.1632675354
729	0.1630090537
730	0.162858786
731	0.1627426147
732	0.1625512375
733	0.1624002358
734	0.1623201927
735	0.1621548892
736	0.1621069367
737	0.1619945277
738	0.1618140965
739	0.1617482241
740	0.1616272287
741	0.1613950697
742	0.1612992959
743	0.1611932446
744	0.1609813651
745	0.1608882786
746	0.1606422241
747	0.160538349
748	0.160437738
749	0.1603547191
750	0.1602595745
751	0.1601510326
752	0.1599708111
753	0.1599160421
754	0.1598732152
755	0.1598472988
756	0.1596371628
757	0.1595803487
758	0.1595010135
759	0.1594228581
760	0.1591722154
761	0.158957465
762	0.1587927645
763	0.1586034191
764	0.158307944
765	0.1581312881
766	0.1580147104
767	0.1578991815
768	0.157684431
769	0.1574794337
770	0.1574228555
771	0.1572758783
772	0.1572015245
773	0.157184627
774	0.1570187205
775	0.1569066261
776	0.1567857618
777	0.1567433151
778	0.1566081096
779	0.1565480445
780	0.1565044967
781	0.1563288371
782	0.1560757562
783	0.1559326329
784	0.1557023746
785	0.1556323205
786	0.1555244472
787	0.1555031321
788	0.1553907362
789	0.1553131051
790	0.1552041437
791	0.1550583725
792	0.1549147249
793	0.1547605639
794	0.1545770258
795	0.1544334176
796	0.1542947251
797	0.1542275812
798	0.1539600018
799	0.1538940902
800	0.1537489219
801	0.1536400392
802	0.1534455421
803	0.1533920576
804	0.1531434207
805	0.1529878833
806	0.1529572477
807	0.1529190745
808	0.1528127349
809	0.1526364723
810	0.1525801039
811	0.1524994185
812	0.1523519562
813	0.1521529365
814	0.1519879475
815	0.1518737688
816	0.1517845757
817	0.1517106807
818	0.1514977917
819	0.1514129901
820	0.1512550013
821	0.1510671766
822	0.1508406282
823	0.1506650735
824	0.1503428561
825	0.1501818391
826	0.1498515073
827	0.1497571231
828	0.1495717891
829	0.1494304487
830	0.1492226198
831	0.1490652864
832	0.1489338957
833	0.1488949228
834	0.1487279938
835	0.1485971929
836	0.148437618
837	0.1482807566
838	0.148191629
839	0.1481748234
840	0.1480025196
841	0.147871863
842	0.1477896307
843	0.1476482509
844	0.1475474171
845	0.1474501882
846	0.1472858416
847	0.1471399786
848	0.1470297456
849	0.1469147541
850	0.146897293
851	0.1467986222
852	0.146627472
853	0.1464590223
854	0.1462606843
855	0.1461514476
856	0.1460705
857	0.1459313881
858	0.1457983456
859	0.1456312986
860	0.145390409
861	0.1453193586
862	0.1452150115
863	0.1450253516
864	0.1449785265
865	0.144747154
866	0.1447148798
867	0.1445290739
868	0.1444895767
869	0.1443794486
870	0.1443588152
871	0.1442591218
872	0.1441268134
873	0.14393035
874	0.1438339863
875	0.1435863193
876	0.1434587826
877	0.1434226937
878	0.1431619179
879	0.1430195943
880	0.1429184065
881	0.142799561
882	0.1426696253
883	0.1425255582
884	0.142284472
885	0.1421998276
886	0.1421650628
887	0.1419860473
888	0.1419145905
889	0.1418664939
890	0.1416068454
891	0.1414428003
892	0.141297147
893	0.1410567293
894	0.1408791427
895	0.1407817827
896	0.1406520306
897	0.1404553836
898	0.1404395087
899	0.14020908
900	0.1400385591
901	0.1398696113
902	0.1396511773
903	0.1394858737
904	0.1393334038
905	0.1392048315
906	0.1391098704
907	0.1390927239
908	0.1389649644
909	0.1387963574
910	0.1386795044
911	0.1385633593
912	0.1384794884
913	0.1383752593
914	0.1382622997
915	0.1381437688
916	0.1379709801
917	0.1379597326
918	0.1377704135
919	0.1376623042
920	0.1376316556
921	0.1375173982
922	0.1372094957
923	0.1370668575
924	0.1369114512
925	0.1368008905
926	0.1366779288
927	0.1365542723
928	0.1364145705
929	0.1362968261
930	0.1362639227
931	0.1362246746
932	0.1360614685
933	0.1360512566
934	0.1358346054
935	0.1355478346
936	0.1354459782
937	0.1353403989
938	0.1351794344
939	0.135143031
940	0.1350442683
941	0.1349121172
942	0.134734937
943	0.1345963494
944	0.1344348344
945	0.1343376448
946	0.1342108028
947	0.1340026855
948	0.1337871355
949	0.133581889
950	0.1334535002
951	0.1333201956
952	0.1333043207
953	0.1331283596
954	0.132992656
955	0.1328901573
956	0.1327338596
957	0.1327197019
958	0.1325271318
959	0.1324191012
960	0.1323484965
961	0.1321980978
962	0.1320712689
963	0.1319660436
964	0.1318721444
965	0.1317430608
966	0.1315873661
967	0.1315409998
968	0.1314519509
969	0.1313504616
970	0.1312117953
971	0.131105128
972	0.1309637876
973	0.1308516276
974	0.130825921
975	0.130810636
976	0.1307616086
977	0.1306539188
978	0.1305485755
979	0.1305364497
980	0.1304126884
981	0.1303950831
982	0.1301741059
983	0.1299865565
984	0.1298711587
985	0.1297986532
986	0.1295628236
987	0.129370306
988	0.1292860549
989	0.1292090924
990	0.1291120601
991	0.1289920348
992	0.1289801843
993	0.1288313456
994	0.1288052588
995	0.12856374
996	0.1283678927
997	0.1283538399
998	0.1281797403
999	0.1280940472
